warehouse_name,zone,row,column,shelf,status
Warehouse F,05,10,07,B,empty
Warehouse F,05,10,08,B,empty
Warehouse F,05,10,09,B,empty
Warehouse F,05,10,10,B,empty
Warehouse F,05,10,11,B,empty
Warehouse F,05,10,12,B,empty
Warehouse F,05,10,13,B,empty
Warehouse F,05,10,14,B,empty
Warehouse F,05,10,01,C,empty
Warehouse F,05,10,02,C,empty
Warehouse F,05,10,03,C,empty
Warehouse F,05,10,04,C,empty
Warehouse F,05,10,05,C,empty
Warehouse F,05,10,06,C,empty
Warehouse F,05,10,07,C,empty
Warehouse F,05,10,08,C,empty
Warehouse F,05,10,09,C,empty
Warehouse F,05,10,10,C,empty
Warehouse F,05,10,11,C,empty
Warehouse F,05,10,12,C,empty
Warehouse F,05,10,13,C,empty
Warehouse F,05,10,14,C,empty
Warehouse F,05,11,01,A,empty
Warehouse F,05,11,02,A,empty
Warehouse F,05,11,03,A,empty
Warehouse F,05,11,04,A,empty
Warehouse F,05,11,05,A,empty
Warehouse F,05,11,06,A,empty
Warehouse F,05,11,07,A,empty
Warehouse F,05,11,08,A,empty
Warehouse F,05,11,09,A,empty
Warehouse F,05,11,10,A,empty
Warehouse F,05,11,11,A,empty
Warehouse F,05,11,12,A,empty
Warehouse F,05,11,13,A,empty
Warehouse F,05,11,14,A,empty
Warehouse F,05,11,01,B,empty
Warehouse F,05,11,02,B,empty
Warehouse F,05,11,03,B,empty
Warehouse F,05,11,04,B,empty
Warehouse F,05,11,05,B,empty
Warehouse F,05,11,06,B,empty
Warehouse F,05,11,07,B,empty
Warehouse F,05,11,08,B,empty
Warehouse F,05,11,09,B,empty
Warehouse F,05,11,10,B,empty
Warehouse F,05,11,11,B,empty
Warehouse F,05,11,12,B,empty
Warehouse F,05,11,13,B,empty
Warehouse F,05,11,14,B,empty
Warehouse F,05,11,01,C,empty
Warehouse F,05,11,02,C,empty
Warehouse F,05,11,03,C,empty
Warehouse F,05,11,04,C,empty
Warehouse F,05,11,05,C,empty
Warehouse F,05,11,06,C,empty
Warehouse F,05,11,07,C,empty
Warehouse F,05,11,08,C,empty
Warehouse F,05,11,09,C,empty
Warehouse F,05,11,10,C,empty
Warehouse F,05,11,11,C,empty
Warehouse F,05,11,12,C,empty
Warehouse F,05,11,13,C,empty
Warehouse F,05,11,14,C,empty
Warehouse F,05,12,01,A,empty
Warehouse F,05,12,02,A,empty
Warehouse F,05,12,03,A,empty
Warehouse F,05,12,04,A,empty
Warehouse F,05,12,05,A,empty
Warehouse F,05,12,06,A,empty
Warehouse F,05,12,07,A,empty
Warehouse F,05,12,08,A,empty
Warehouse F,05,12,09,A,empty
Warehouse F,05,12,10,A,empty
Warehouse F,05,12,11,A,empty
Warehouse F,05,12,12,A,empty
Warehouse F,05,12,13,A,empty
Warehouse F,05,12,14,A,empty
Warehouse F,05,12,01,B,empty
Warehouse F,05,12,02,B,empty
Warehouse F,05,12,03,B,empty
Warehouse F,05,12,04,B,empty
Warehouse F,05,12,05,B,empty
Warehouse F,05,12,06,B,empty
Warehouse F,05,12,07,B,empty
Warehouse F,05,12,08,B,empty
Warehouse F,05,12,09,B,empty
Warehouse F,05,12,10,B,empty
Warehouse F,05,12,11,B,empty
Warehouse F,05,12,12,B,empty
Warehouse F,05,12,13,B,empty
Warehouse F,05,12,14,B,empty
Warehouse F,05,12,01,C,empty
Warehouse F,05,12,02,C,empty
Warehouse F,05,12,03,C,empty
Warehouse F,05,12,04,C,empty
Warehouse F,05,12,05,C,empty
Warehouse F,05,12,06,C,empty
Warehouse F,05,12,07,C,empty
Warehouse F,05,12,08,C,empty
Warehouse F,05,12,09,C,empty
Warehouse F,05,12,10,C,empty
Warehouse F,05,12,11,C,empty
Warehouse F,05,12,12,C,empty
Warehouse F,05,12,13,C,empty
Warehouse F,05,12,14,C,empty
Warehouse F,05,13,01,A,empty
Warehouse F,05,13,02,A,empty
Warehouse F,05,13,03,A,empty
Warehouse F,05,13,04,A,empty
Warehouse F,05,13,05,A,empty
Warehouse F,05,13,06,A,empty
Warehouse F,05,13,07,A,empty
Warehouse F,05,13,08,A,empty
Warehouse F,05,13,09,A,empty
Warehouse F,05,13,10,A,empty
Warehouse F,05,13,11,A,empty
Warehouse F,05,13,12,A,empty
Warehouse F,05,13,13,A,empty
Warehouse F,05,13,14,A,empty
Warehouse F,05,13,01,B,empty
Warehouse F,05,13,02,B,empty
Warehouse F,05,13,03,B,empty
Warehouse F,05,13,04,B,empty
Warehouse F,05,13,05,B,empty
Warehouse F,05,13,06,B,empty
Warehouse F,05,13,07,B,empty
Warehouse F,05,13,08,B,empty
Warehouse F,05,13,09,B,empty
Warehouse F,05,13,10,B,empty
Warehouse F,05,13,11,B,empty
Warehouse F,05,13,12,B,empty
Warehouse F,05,13,13,B,empty
Warehouse F,05,13,14,B,empty
Warehouse F,05,13,01,C,empty
Warehouse F,05,13,02,C,empty
Warehouse F,05,13,03,C,empty
Warehouse F,05,13,04,C,empty
Warehouse F,05,13,05,C,empty
Warehouse F,05,13,06,C,empty
Warehouse F,05,13,07,C,empty
Warehouse F,05,13,08,C,empty
Warehouse F,05,13,09,C,empty
Warehouse F,05,13,10,C,empty
Warehouse F,05,13,11,C,empty
Warehouse F,05,13,12,C,empty
Warehouse F,05,13,13,C,empty
Warehouse F,05,13,14,C,empty
Warehouse F,05,14,01,A,empty
Warehouse F,05,14,02,A,empty
Warehouse F,05,14,03,A,empty
Warehouse F,05,14,04,A,empty
Warehouse F,05,14,05,A,empty
Warehouse F,05,14,06,A,empty
Warehouse F,05,14,07,A,empty
Warehouse F,05,14,08,A,empty
Warehouse F,05,14,09,A,empty
Warehouse F,05,14,10,A,empty
Warehouse F,05,14,11,A,empty
Warehouse F,05,14,12,A,empty
Warehouse F,05,14,13,A,empty
Warehouse F,05,14,14,A,empty
Warehouse F,05,14,01,B,empty
Warehouse F,05,14,02,B,empty
Warehouse F,05,14,03,B,empty
Warehouse F,05,14,04,B,empty
Warehouse F,05,14,05,B,empty
Warehouse F,05,14,06,B,empty
Warehouse F,05,14,07,B,empty
Warehouse F,05,14,08,B,empty
Warehouse F,05,14,09,B,empty
Warehouse F,05,14,10,B,empty
Warehouse F,05,14,11,B,empty
